Winner,title_fight,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_attempted_strikes,B_avg_BODY_landed_strikes,B_avg_CLINCH_attempted_strikes,B_avg_CLINCH_landed_strikes,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_attempted_strikes,B_avg_GROUND_landed_strikes,B_avg_HEAD_attempted_strikes,B_avg_HEAD_landed_strikes,B_avg_KD,B_avg_kicks_attempted,B_avg_kicks_landed,B_avg_guard_passed,B_avg_Reversals,B_avg_significant_strikes_attempted,B_avg_Significant_Strikes_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,FALSE,3,1,0,0,6,5,12,7,31,10,0,0,26,3,0,11,9,0,0,43,17,0.39,0,0,0,0,47,21,0,1,1,282,0,0,0,0,0,0,0,0,180.34,177.8,155,1,0,0,3.875,2.125,3.75,2.75,53.25,20,1.25,0.375,42,10.875,0.25,12.375,10.125,0.125,0.125,58.25,23.125,0.42625,1.125,0.5,0.125,0.125,62.5,26.625,4,3,18,588.75,0,0,0,1,1,3,0,5,185.42,185.42,155,27,25,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,20,16,10,8,146,44,5,5,121,24,0,20,17,0,0,161,57,0.35,0,0,0,0,208,102,0,1,3,900,0,0,0,0,0,0,0,0,175.26,185.42,145,4,0,0,3.75,3.5,10.25,6.25,65.25,21.75,6.75,3.75,76.25,26,0,2.25,2.25,0.25,0.75,82.25,31.75,0.375,1.25,1.5,0.75,0.5,131.25,76,0,4,12,900,0,0,0,0,0,0,0,0,167.64,172.72,145,25,35,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,2,0,9.2,6.5,15.3,9.8,53.2,16.5,11.4,5.8,68.5,24,0.3,2.2,1.6,0.8,0.4,79.9,32.1,0.435,1.2,3.6,1.3,0.296,161.7,108.2,2,4,24,622.8,0,0,0,0,4,2,0,6,185.42,193.04,185,1,0,0,7.2,6.35,11.7,8.85,51.05,20.75,10.65,7.7,63.25,28.3,0.3,2.95,2.65,2.1,0.05,73.4,37.3,0.584,0.6,1.95,1.25,0.3985,113.35,75.8,3,8,59,821.55,11,0,0,1,6,4,1,12,175.26,177.8,155,28,32,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,5,0,3.8,3.4,5.6,3.2,57,27.8,7.2,6.4,57,26.2,1.2,9,7.8,0.4,0,69.8,37.4,0.548,0.8,0,0,0,78.6,45.6,5,0,10,504.2,0,0,0,1,4,0,0,5,190.5,200.66,265,0,1,0,9.928571429,8.642857143,14.78571429,12.92857143,28.28571429,12.07142857,13.14285714,9.5,33,15.35714286,0.285714286,13.28571429,10.5,0.785714286,0.214285714,56.21428571,34.5,0.596428571,0.214285714,2.428571429,1.571428571,0.445714286,86.35714286,62.71428571,3,5,29,553.7142857,0,1,0,1,6,0,1,9,193.04,208.28,240,33,36,0,0,0,0,1,0,1,0,0
Blue,FALSE,3,2,0,0,1.25,1,10.25,4.25,37.5,13.5,2.75,1.75,47.75,17,0.5,1.5,1.5,0.5,0,50.5,19.5,0.405,0,2.5,0.25,0.125,57.25,26,2,2,8,516,1,0,0,0,2,0,0,2,182.88,182.88,263,2,0,0,6.222222222,4.666666667,7.666666667,5.222222222,35.22222222,12.44444444,4.888888889,2.888888889,38.88888889,13.88888889,0.333333333,2.666666667,2,0.777777778,0,47.77777778,20.55555556,0.428888889,0.333333333,0.444444444,0.222222222,0.222222222,71.55555556,42.88888889,2,5,20,611.7777778,0,0,0,0,2,1,1,4,187.96,185.42,230,35,37,0,1,0,0,0,0,0,1,0
Red,FALSE,3,1,0,0,3,3,4,3,9,4,2,2,11,5,0,1,1,0,2,15,9,0.6,1,2,0,0,25,19,0,1,3,900,0,0,0,0,0,0,0,0,167.64,175.26,135,0,1,0,2,2,2,2,20,8,6,5,25,12,0,1,1,0,0,28,15,0.53,0,1,1,1,30,17,1,0,1,241,0,0,0,0,1,0,0,1,165.1,167.64,135,34,29,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,3,0,11.33333333,8.666666667,3.333333333,1.666666667,76.66666667,41,13,8.333333333,56,20.33333333,0,25.66666667,22,2.333333333,0,93,51,0.53,0.333333333,1.666666667,1,0.25,103.3333333,60.33333333,3,0,6,536.3333333,0,0,0,1,1,1,0,3,185.42,185.42,155,0,4,0,8.083333333,4.333333333,6.25,2.083333333,103.8333333,28.08333333,4.666666667,2.416666667,94,18.66666667,0.583333333,12.66666667,9.583333333,0.75,0.166666667,114.75,32.58333333,0.315,0.25,1.25,0.416666667,0.241666667,141.8333333,56.91666667,4,4,26,563.25,0,0,0,3,3,2,0,8,167.64,177.8,145,28,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,5,2.8,1.4,0.8,78.4,19.4,0.2,0.2,70.8,13.6,0,4.2,4,0.6,0,80,20.4,0.3,0.4,0.6,0.2,0.2,86,26.4,3,2,11,584.4,0,0,1,1,0,1,0,3,187.96,195.58,205,3,0,0,9.230769231,6.923076923,13.92307692,10.46153846,33.92307692,14.69230769,3.461538462,2.692307692,29.92307692,10.30769231,0.538461538,12.15384615,10.61538462,0.384615385,0,51.30769231,27.84615385,0.565384615,0.076923077,0.769230769,0.461538462,0.307692308,59.53846154,35.30769231,4,6,27,544.6923077,0,0,0,2,4,1,0,7,190.5,193.04,230,31,34,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,22,16,18,15,70,17,0,0,56,9,0,10,7,0,0,88,32,0.36,1,0,0,0,107,48,0,1,3,900,0,0,0,0,0,0,0,0,182.88,182.88,155,1,0,0,3,2,3,0,54,12,0,0,52,10,0,2,0,0,0,57,12,0.21,0,0,0,0,58,13,0,1,1,234,1,0,0,0,0,0,0,0,180.34,190.5,155,25,23,0,1,0,0,0,0,1,0,0
Red,TRUE,5,1,0,0,7.5,5.6,5.8,3.3,62.2,17.6,13.1,6.8,73,21.8,0.5,0.6,0.3,3,0.3,81.1,27.7,0.391,0.8,5.3,3,0.591,105.9,50.3,8,2,29,814.8,1,0,2,5,1,0,0,8,175.26,177.8,155,1,0,0,17.1,11.3,10.9,7.1,102,34.8,23.5,15.3,110.7,40.4,0,8.6,5.5,2.1,0.2,136.4,57.2,0.446,0.4,8.6,3.5,0.31,169.2,87.6,5,2,33,973.5,3,0,0,6,1,1,0,8,167.64,172.72,145,32,29,0,1,0,0,0,0,1,0,0
Red,TRUE,5,0,1,0,7.25,5.3125,6.5,4.125,40.4375,12.125,16,9.625,51.75,17.6875,0.0625,3.9375,2.875,2.5,0.0625,62.9375,25.875,0.4525,0.8125,3.875,1.5625,0.445,98.5625,59,6,4,37,609.875,3,0,0,2,2,7,1,12,177.8,187.96,145,0,1,0,5,4,0,0,166,66,49,28,191,72,1,19,18,1,0,215,94,0.43,1,9,5,0.55,258,131,1,0,5,1500,1,0,0,1,0,0,0,1,170.18,177.8,145,35,25,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,3,0,8.714285714,6.428571429,10.71428571,6.857142857,49.85714286,15,12.42857143,8.571428571,54.71428571,15.57142857,0.714285714,9.571428571,8.428571429,0.142857143,0,73,30.42857143,0.435714286,0.428571429,0.857142857,0,0,103.5714286,59,3,2,16,644.1428571,0,0,0,2,2,1,0,5,185.42,187.96,205,1,0,0,6.125,3.375,6.5,4.875,44.75,13.125,35.125,20.25,68.5,25,0,11.75,9.875,2.125,0.125,86.375,38.25,0.4625,0.125,6,3.25,0.5,190.5,128.5,3,4,22,738,1,0,0,4,0,0,0,4,185.42,187.96,205,31,34,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,2,0,0,18.5,14,1.5,1.5,167,65.5,5,3,151.5,53,0,3.5,3,0.5,0,173.5,70,0.375,0.5,0,0,0,187,83.5,0,2,6,900,0,0,0,0,0,0,0,0,167.64,177.8,135,1,0,0,7.6,4.6,6.4,3.4,88,19,4.8,3.2,85.2,17.4,0,6.4,3.6,1,1,99.2,25.6,0.374,0.6,1.2,0.4,0.132,128.8,50,1,3,12,712.2,0,0,1,0,0,1,0,2,177.8,175.26,145,28,32,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,0.9,0.9,2.9,2.1,21.7,4.6,8.7,6.3,32.1,11.9,0.2,0.3,0.2,3.4,0.3,33.3,13,0.49,1.9,3.3,1.6,0.532,41.2,20.3,3,3,17,363.8,0,0,0,0,2,5,0,7,177.8,180.34,155,0,5,0,5.285714286,3.714285714,3.5,2.071428571,34.64285714,12.35714286,7.214285714,3.785714286,37.35714286,12.14285714,0.785714286,2.714285714,2.357142857,0.214285714,0.142857143,45.35714286,18.21428571,0.395714286,0.071428571,1.214285714,0.928571429,0.375,48.07142857,20.85714286,5,4,23,370.5,0,0,2,1,6,0,1,10,175.26,172.72,155,27,28,0,1,0,0,0,0,1,0,0
Red,FALSE,3,3,0,0,1.5,1,2,1.25,26.5,7.75,3.75,1.75,28.75,8.5,0.25,2,1.25,1,0.25,32.25,10.75,0.4125,0.75,1.75,0.5,0.5,37.5,16,1,3,8,450.5,0,0,0,0,1,0,0,1,185.42,187.96,170,1,0,0,5,3.363636364,4.272727273,2.636363636,23.72727273,7,12.09090909,8.545454545,33,13.27272727,0,2.090909091,1.545454545,2.818181818,0.272727273,40.09090909,18.18181818,0.470909091,1.181818182,6.090909091,1.909090909,0.366363636,70.18181818,42.54545455,5,3,26,616.5454545,1,0,0,3,0,5,0,8,185.42,182.88,170,30,33,0,1,0,0,0,0,0,1,0
Red,FALSE,3,0,2,0,8.416666667,6.583333333,6.166666667,5.25,47.16666667,18,16.41666667,9.666666667,53.16666667,20.41666667,0.583333333,8.166666667,5.916666667,0.416666667,0.5,69.75,32.91666667,0.4625,0.666666667,2.25,1.25,0.404166667,92.16666667,53.91666667,2,5,31,718.8333333,0,0,1,2,3,0,1,7,172.72,180.34,145,1,0,0,2,0,2,1,47,11,2,2,47,12,0,2,2,2,0,51,14,0.27,1,0,0,0,80,42,0,1,3,900,0,0,0,0,0,0,0,0,177.8,182.88,170,25,24,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,5.333333333,2.666666667,0,0,97.66666667,26,0.333333333,0,92.66666667,23.33333333,0,0,0,0,0,98,26,0.09,0,2.333333333,1,0.583333333,98.33333333,26.33333333,1,1,5,328.3333333,0,0,0,1,1,0,0,2,177.8,180.34,145,0,1,0,0,0,1,0,10,4,0,0,11,4,0,0,0,0,0,11,4,0.36,1,0,0,0,11,4,1,0,1,48,0,0,0,0,0,1,0,1,172.72,177.8,155,27,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,3.571428571,2.428571429,5,3.142857143,27.85714286,7,9.714285714,7.142857143,37.28571429,13.42857143,0,1.714285714,1.428571429,1.857142857,0.428571429,42.57142857,17.28571429,0.551428571,1.285714286,2.857142857,1,0.218571429,65.28571429,39.28571429,2,4,12,455,0,0,0,0,1,2,0,3,190.5,190.5,185,0,2,0,10.71428571,7.857142857,24.57142857,18,37,11.71428571,13,8.142857143,51.28571429,18.28571429,0.285714286,12.57142857,11.71428571,1.142857143,0,74.57142857,37.85714286,0.537142857,0.428571429,10.28571429,3.571428571,0.498571429,115.5714286,73.57142857,3,2,17,653.4285714,0,0,1,2,2,0,0,5,182.88,185.42,170,34,37,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,3,0,0,0.75,0.75,0.75,0.5,12.5,5,0.75,0.75,12,4.25,0.25,1.25,1.25,1.75,0,14,6.25,0.345,1.25,6.75,2,0.415,26.5,17.25,1,3,8,489.75,0,0,0,0,0,1,0,1,187.96,185.42,185,3,0,0,16.75,11.75,1.75,1.25,116.25,34.75,1.25,0.75,92.75,17,0,9.75,8,0.75,0,119.25,36.75,0.3375,0.25,2.25,0.5,0.285,122.25,39.25,1,3,10,736,0,0,0,0,0,1,0,1,187.96,190.5,185,28,24,0,0,0,1,0,0,1,0,0
Red,TRUE,5,0,2,0,11.5,9,11,8,50,16,1.5,1.5,41,9.5,0,10,7,3.5,0.5,62.5,25.5,0.465,0,10,7.5,0.83,113,66.5,2,0,6,900,0,0,0,2,0,0,0,2,160.02,167.64,125,0,1,0,48,27,13,8,225,82,0,0,171,50,0,19,13,0,1,238,90,0.37,0,13,4,0.3,246,97,1,0,5,1500,1,0,0,1,0,0,0,1,172.72,172.72,135,25,26,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,2.75,2.125,3.625,1.875,17.375,8,4.5,3.125,18.5,7,0.125,4.25,3.875,0.5,0.5,25.5,13,0.48,2,0.375,0.25,0.25,39.625,25.25,3,3,12,312.75,0,1,0,0,2,2,0,5,210.82,213.36,265,1,0,0,1.666666667,1,0.5,0.333333333,40.66666667,17.66666667,2.166666667,1.5,31.16666667,9.666666667,1,10.5,8.833333333,0.5,0,43.33333333,19.5,0.426666667,0,0.166666667,0,0,46.5,22.5,1,3,11,439.5,0,0,0,1,2,0,0,3,180.34,187.96,235,23,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,7.25,6.75,7,3,14.25,3.5,15.5,13.25,24.75,8.75,0,4.75,4.25,4.25,0.25,36.75,19.75,0.5125,0,7.75,4,0.5125,96.25,73.5,2,1,11,760,0,0,0,3,0,0,0,3,177.8,182.88,155,0,1,0,4.888888889,3.555555556,5.222222222,3.777777778,31.66666667,12.22222222,9.666666667,5.444444444,35.66666667,13.22222222,0.777777778,6,4.666666667,0.666666667,0.111111111,46.55555556,21.44444444,0.47,0.555555556,1.888888889,1.444444444,0.347777778,75.77777778,47.11111111,3,3,17,422.1111111,0,0,0,1,5,0,0,6,187.96,198.12,205,30,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,5.125,3.875,6.75,4.25,44.25,16.875,10.25,6.375,53,21.125,0.375,3.125,2.5,2.125,0.375,61.25,27.5,0.47375,0.5,1.75,0.875,0.41625,110.5,73.75,2,4,17,548,1,0,0,1,1,2,0,4,172.72,177.8,155,1,0,0,4.363636364,2.727272727,8,4.272727273,34.81818182,12.54545455,24.72727273,14.18181818,56.72727273,23.54545455,0.090909091,6.454545455,4.727272727,1.727272727,0.363636364,67.54545455,31,0.474545455,1.363636364,4.727272727,2,0.495454545,92.09090909,51.27272727,4,4,25,602.7272727,0,0,0,3,2,2,0,7,177.8,172.72,155,31,28,0,1,0,0,0,0,1,0,0
Red,FALSE,3,2,0,0,6.5,3.5,9.75,3.75,67.25,19.25,10.25,5.5,71.25,18.5,0,9.5,6.5,3.25,0.5,87.25,28.5,0.33,1,5.75,2.5,0.355,120.25,56.25,1,3,11,802,0,0,0,1,0,0,0,1,172.72,180.34,155,1,0,0,6.230769231,5.076923077,7.076923077,5,33.61538462,13.07692308,10.15384615,5.692307692,38.53846154,13.23076923,0.384615385,6.076923077,5.461538462,1.461538462,0.307692308,50.84615385,23.76923077,0.51,0.769230769,0.538461538,0.307692308,0.230769231,70.69230769,41.53846154,6,5,29,611.4615385,0,0,1,2,3,2,0,8,175.26,185.42,155,29,35,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,0,1,0,1,1,0,0,4,2,0,0,3,1,0,0,0,0,0,4,2,0.5,4,2,0,0,15,11,1,0,1,285,0,0,0,0,0,1,0,1,182.88,185.42,155,0,1,0,8,6,14.5,10.5,42.5,13.5,10.5,4.5,56,20.5,1,3.5,2,0,0.5,67.5,28.5,0.42,0,1,0.5,0.5,72.5,33.5,1,1,4,591,1,0,0,0,1,0,0,1,177.8,185.42,145,23,25,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,11.5,9,16.16666667,10.83333333,31,13.83333333,6.5,4.333333333,36.5,15,0.166666667,5.666666667,5,3.5,0.666666667,53.66666667,29,0.513333333,0.166666667,3.333333333,1.5,0.323333333,77.5,49.5,1,3,16,799.5,0,0,1,1,1,0,0,3,177.8,182.88,155,1,0,0,8,2,0.5,0.5,58,12,1,1,46,7,0.5,5.5,4.5,0,0,59.5,13.5,0.155,0,0.5,0,0,59.5,13.5,1,1,3,260,0,0,0,0,1,0,0,1,177.8,182.88,155,27,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,4,4,8,3,27,7,5,4,35,9,0,1,1,3,1,40,14,0.35,0,5,3,0.6,49,23,0,1,3,900,0,0,0,0,0,0,0,0,182.88,190.5,170,2,0,0,4.9,3.5,13.7,7.6,37.2,10.5,18.4,11.2,59.8,22.1,0.1,4.6,3.7,0.5,0.2,69.3,29.3,0.378,1.1,1.9,0.9,0.258,91.6,50.3,2,6,25,697.3,0,0,0,2,0,2,0,4,180.34,182.88,170,29,28,0,1,0,0,0,0,1,0,0
Red,TRUE,5,0,2,0,10.77777778,9.555555556,19.33333333,13.22222222,53.66666667,18.33333333,7.333333333,5.111111111,65.55555556,23.22222222,0.888888889,4,3.888888889,1,0,80.33333333,36.66666667,0.49,0,1.222222222,0.555555556,0.257777778,107.7777778,63.11111111,3,2,26,827,3,0,1,3,3,0,0,7,185.42,185.42,205,0,4,0,11.75,9.125,11.75,7.75,33.25,12.375,20.875,14.5,47.625,21,0.25,6.5,4.5,2,0,65.875,34.625,0.57625,0.5,3.125,2.25,0.72,82.25,49.25,4,1,16,518.125,1,0,0,2,3,2,0,7,193.04,213.36,205,33,24,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,4,2.833333333,1.444444444,0.944444444,35.11111111,8.055555556,11.66666667,8.666666667,42.55555556,13.5,0.222222222,1.666666667,1.333333333,2.611111111,0.055555556,48.22222222,17.66666667,0.399444444,0.388888889,3.444444444,1.888888889,0.531111111,70.66666667,39.05555556,5,5,40,605.6111111,1,0,0,5,5,3,0,13,177.8,185.42,170,1,0,0,5.208333333,4.875,2.458333333,1.916666667,15.58333333,5.791666667,19.95833333,13.83333333,30.5,14.58333333,0.125,2.291666667,2.083333333,3.208333333,0.166666667,38,21.54166667,0.532083333,0.666666667,3.833333333,1.958333333,0.5075,56.33333333,39.25,6,6,50,545.5416667,12,0,0,5,6,5,2,18,175.26,185.42,170,33,37,0,1,0,0,0,0,0,0,1
Blue,FALSE,3,0,1,0,1,0,1,0.5,24,7,0.5,0.5,24.5,8,0.5,0,0,0,0,25.5,8,0.285,0,0.5,0.5,0.5,32.5,13.5,1,1,3,232,0,0,0,0,1,0,0,1,177.8,182.88,265,0,1,0,7,6,6,3,13.5,3,27,17.5,39.5,17.5,0,0,0,7,0,46.5,23.5,0.375,1,3.5,2.5,0.355,94,61.5,1,1,5,629,0,0,0,1,0,0,0,1,193.04,198.12,265,37,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,9,9,3,2,88,57,8,8,78,46,0,12,12,3,0,99,67,0.67,6,1,0,0,206,147,1,0,3,703,0,0,0,0,0,1,0,1,187.96,187.96,265,0,1,0,8.333333333,4.333333333,5.333333333,3.666666667,36.33333333,9.333333333,10,6.333333333,37.66666667,11.33333333,0.666666667,5.666666667,3.666666667,1.333333333,0,51.66666667,19.33333333,0.396666667,0.333333333,1.333333333,1,0.553333333,57,23.66666667,1,1,5,474.3333333,0,0,0,0,2,0,0,2,198.12,200.66,255,28,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,11.33333333,4.666666667,0.666666667,0.333333333,69.33333333,12,0.666666667,0.666666667,58,8.333333333,0.333333333,1.333333333,0,0,0,70.66666667,13,0.223333333,0,0.333333333,0,0,70.66666667,13,1,2,6,467.6666667,0,0,0,0,1,0,0,1,170.18,177.8,155,2,0,0,8,4.769230769,11.53846154,7.923076923,71.23076923,19.46153846,4.615384615,3.153846154,73.15384615,20.92307692,0.153846154,6.230769231,4.846153846,0.923076923,0.307692308,87.38461538,30.53846154,0.411538462,1.153846154,3.538461538,1.076923077,0.421538462,122.3076923,62.23076923,5,5,30,624.3846154,1,0,1,0,1,6,0,8,182.88,193.04,170,33,26,0,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,0,14.42857143,11.42857143,22.42857143,14.14285714,70.85714286,22.28571429,4.285714286,3.142857143,70.71428571,19.14285714,0,12.42857143,9,1,0,97.57142857,39.57142857,0.39,0.142857143,3.285714286,1.142857143,0.324285714,138.4285714,77.71428571,1,4,16,646,0,0,0,3,0,0,0,3,172.72,175.26,155,0,1,0,2,1,3,2,29,14,6,5,32,19,1,4,1,1,0,38,21,0.55,0,3,2,0.66,46,29,1,0,1,234,1,0,0,0,1,0,0,1,180.34,193.04,155,30,27,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,0,8.428571429,7.285714286,11.14285714,7.857142857,37,15.42857143,4.285714286,3.285714286,39.42857143,15.57142857,0.142857143,4.571428571,3.714285714,1,0.142857143,52.42857143,26.57142857,0.508571429,0.285714286,3.285714286,1.571428571,0.214285714,75.28571429,46.85714286,1,3,15,567.8571429,0,0,0,2,2,0,0,4,182.88,187.96,185,0,2,0,9.5,8,6,5,91.5,33,14,11.5,74,22,0,28,19.5,3.5,0,111.5,49.5,0.455,0.5,3,2.5,0.5,162.5,90.5,2,0,6,856.5,0,0,0,1,0,1,0,2,182.88,187.96,185,30,32,0,1,0,0,0,0,0,1,0
Red,FALSE,3,1,0,0,15,14,3,1,60,27,2,1,42,10,0,8,5,0,0,65,29,0.44,0,1,0,0,84,48,0,1,3,900,0,0,0,0,0,0,0,0,170.18,182.88,135,1,0,0,5,3.5,6,3,79,21.5,5.5,4,68.5,15,0,17,10,1.5,0,90.5,28.5,0.305,0,2,2,0.5,122,55,1,1,6,900,0,0,1,0,0,0,0,1,170.18,172.72,135,30,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,3,3,0.5,0,8.5,3.5,7.5,6.5,13.5,7,0,0,0,2.5,0.5,16.5,10,0.48,1,3.5,0.5,0.07,19.5,12.5,1,1,3,253,0,0,0,0,0,1,0,1,182.88,193.04,205,1,0,0,3,2,6.5,3,8,3.5,14.5,7.5,24.5,10.5,0,1.5,1.5,2,0,29,14,0.71,0.5,7,3,0.375,88,65,1,1,4,536.5,0,0,0,0,1,0,0,1,187.96,190.5,185,33,29,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,4,0,8,5.6,10,6,25.6,9,16.4,8,42,16,0.8,2,1.4,1,0.6,52,23,0.44,0.6,3.8,2.8,0.812,80.8,45.4,4,1,12,605,0,0,1,0,2,0,1,4,175.26,180.34,170,1,0,0,27.5,18,2,1,220.5,49.5,1,1,171.5,21.5,0,24.5,12,5,0,223.5,51.5,0.365,0,10.5,2,0.13,251.5,74.5,1,1,8,1200,1,0,1,0,0,0,0,1,182.88,182.88,170,26,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,8.5,8,2,2,53,26.5,29.5,25.5,71,41,0.5,5,5,5.5,0.5,84.5,54,0.66,1,3,2,0.8,149,102.5,1,1,5,743.5,0,0,0,0,1,0,0,1,177.8,180.34,185,0,2,0,14,7.5,8,3,91,29,13,9,88,25,0,10,8.5,3.5,0,112,41,0.365,1,5.5,3.5,0.605,129,58,2,0,5,601,1,0,0,0,0,2,0,2,180.34,190.5,170,26,26,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,0,1,1,0,0,18,4,0,0,16,2,1,1,1,0,0,18,4,0.22,0,0,0,0,19,5,1,0,1,152,0,0,0,0,1,0,0,1,177.8,180.34,155,0,1,0,0,0,4,2,30,7,33,23,67,32,0,0,0,4,0,67,32,0.47,0,13,3,0.23,95,57,1,0,3,900,1,0,0,1,0,0,0,1,182.88,185.42,145,22,26,0,0,0,1,0,0,0,1,0
Red,FALSE,3,0,1,0,1.75,1.5,6,4.916666667,8,1.916666667,5.25,3.75,11.91666667,4.083333333,0,5.583333333,5,1.083333333,0.333333333,19.25,10.58333333,0.5575,0.916666667,3.75,0.666666667,0.193333333,40.91666667,30.66666667,2,6,21,395.5,0,0,0,0,2,4,0,6,190.5,203.2,185,0,2,0,6.636363636,4.727272727,7.363636364,5.181818182,47.27272727,19.72727273,3.090909091,1.636363636,41.90909091,13.90909091,0.272727273,9.181818182,7.909090909,0.454545455,0.181818182,57.72727273,26.54545455,0.396363636,0.454545455,1.090909091,0.363636364,0.24,67.09090909,35.27272727,2,4,23,545.5454545,0,0,1,0,2,3,1,7,187.96,185.42,185,36,27,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,10,5,1,1,102,44,3,1,85,31,0,11,10,0,0,106,46,0.43,0,7,1,0.14,108,47,0,1,3,900,0,0,0,0,0,0,0,0,177.8,185.42,155,1,0,0,2,1,2.5,0.5,31,5.5,3.5,2,33.5,6,0,1.5,1,1,1,37,8,0.11,1,5,1.5,0.61,61,31.5,1,1,3,348,0,0,0,0,0,1,0,1,182.88,182.88,155,29,23,0,1,0,0,0,0,0,0,1
Red,FALSE,3,0,1,0,10,9,9,8,49,20,11,5,56,21,0,3,3,9,0,69,33,0.47,0,9,5,0.55,105,63,1,0,3,900,0,0,0,1,0,0,0,1,175.26,190.5,155,2,0,0,5.666666667,4.166666667,3.666666667,2,75,27.16666667,7.166666667,3.833333333,78.66666667,27.66666667,0.333333333,1.5,1.166666667,1.666666667,0,85.83333333,33,0.356666667,1.666666667,2.833333333,1.333333333,0.401666667,107.5,51.5,4,2,14,621.6666667,0,0,2,0,1,1,0,4,177.8,177.8,155,28,29,0,1,0,0,0,0,0,1,0
Red,FALSE,3,1,0,0,12,4,3,2,76,26,4,3,56,14,0,15,13,1,0,83,31,0.37,2,0,0,0,137,82,0,1,3,900,0,0,0,0,0,0,0,0,175.26,175.26,135,1,0,0,5,5,3,2,39,16,0,0,32,10,0,5,3,0,0,42,18,0.42,0,0,0,0,49,25,0,1,1,241,0,0,0,0,0,0,0,0,172.72,180.34,135,31,28,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,7,3,13,7,18,6,13,9,32,16,0,5,3,0,0,44,22,0.5,3,2,0,0,71,46,0,1,3,900,0,0,0,0,0,0,0,0,190.5,187.96,170,0,1,0,22,22,25,22,70,24,13,11,85,34,0,1,1,2,1,108,57,0.52,2,1,1,1,170,113,1,0,3,900,0,0,1,0,0,0,0,1,185.42,187.96,170,29,30,0,1,0,0,0,0,1,0,0
